Country,Document,DocYear,Element,ElementLabel,ElementText,Sector,TargetTime,TargetValue,TargetUnit ,TargetMetric,TargetBaseYear,TargetBaseValue,IndicatorType,Specific,Measurable,Achievable,Relevant,Timebound
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of sanitation laws developed ,Water resources,2021-2026,,,,,,process,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of plans for the development and management of water in basins and sub-basins,Water resources,2021-2026,,,,,,process,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of water supply facilities installed,Water resources,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of risk-prone areas of the river stabilized,Water resources,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,"Number of ""Sanitized School and Village"" Programs implemented",Water resources,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of sanitation infrastructures and services installed within the framework of pro-poor approaches,Water resources,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of communication plans implemented,Water resources,2021-2030,,,,,,process,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,"Number of households with access to potable water (rural, urban)",Water resources,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of households with access to sanitation services,Water resources,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of households with access to information,Water resources,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,"Number of health establishments built, rehabilitated or equipped",Health,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of people with access to basic health services,Health,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of persons and institutions trained,Health,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of plans or programs,Health,2021-2030,,,,,,process,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Types of synergies created,Health,2021-2030,,,,,,output,no,no,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number and quality of actors engaged,Health,2021-2030,,,,,,output,no,no,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of households with access to alternative energy ,Energy,2021-2030,,,,,,output,yes,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Climate scenario identified,Energy,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of catchment areas managed,Energy,2021-2030,,,,,,output,no,yes,no,yes,yes
Democratic Republic of the Congo,NDC,2021,Indicator,Indicator,Number of households with access to electrical power,Energy,2021-2030,,,,,,output,yes,yes,no,yes,yes
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,Increased temperatures,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,changes in precipitations,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,droughts,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,forest fire risks,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,pasture degradation,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,coastal erosion,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Hazard,Climate manifestation,diseases,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,"Nationwide, climate change threatens to push almost a million additional Ivorians into extreme poverty",,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,"Women are particularly vulnerable to the negative consequences of climate change because of the division of labor and gender roles, economic disparities and imbalances in hardship and time dedicated to domestic chores that penalize their adaptation opportunities. (...) ",,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,agriculture,,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,livestock,,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,forests and land use,,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,"water resources - increase the risk of water stress, with more and more regions expected to see more 10% of their population in water shortage",,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,health - increase the resurgence of diseases associated with air and water among susceptible populations,,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,System at risk,Vulnerable sector,coastal zones ,,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Goal,High-level objective,Reduce the vulnerability and increase the resilience of five priority sectors,"Agriculture, livestock and aquaculture; forests and land use; water resources; health; coastal zones",2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,"Reduce vulnerability of the agriculture, livestock and aquaculture sector; forests and land use; water resources; health; coastal zones"," Agriculture, livestock and aquaculture",2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Reduce vulnerability of the forests and land use sector, Forests and land use,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Reduce vulnerability of the water resources sector,Water resources,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Reduce vulnerability of the health sector,Health,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Reduce vulnerability of the coastal zones sector,Coastal zones,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Reduce vulnerability of the population,Crosscutting,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Strengthen climate governance,Crosscutting,2022,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Enhance efforts to reduce national emissions and adapt to climate change through finance,Not specified,2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Establish a dynamic communication system on the fight against climate change,Not specified,2025,1,Number,Communication system,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,Integrate gender in all initatives on climate change,Not specified,2025,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Objective,Objective,"Enhance planning, programming and implementation of actions to fight against climate change",Not specified,2022,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Strengthen the Environmental Information System adapted to men, women and young people","Agriculture, livestock, aquaculture",,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Put in place differentiated protection measures against climate risks ,"Agriculture, livestock, aquaculture",,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Promote agricultural practices that protect the soil, taking into account the differentiated practices of men, women and young people ","Agriculture, livestock, aquaculture",,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Support men, women and young people differently in resilient agropastoral and fisheries sectors facing the climate
","Agriculture, livestock, aquaculture",,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Improve land governance taking into account cultural / forestry stereotypes ,Forests and land use,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Strengthen the protection of protected areas and remaining forest cover involving men, women and young people differently ",Forests and land use,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Restore degraded lands and forests, involving local communities and women",Forests and land use,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Implement integrated water resource management involving men, women and youth Improve water resource management through infrastructure and technology",Water resources,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure, Improve water resource management through infrastructure and technology,Water resources,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Raise awareness among the most vulnerable populations of the risks associated with CC in order to adapt their behavior vis-à-vis its effects on health,Health,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure, Strengthen the surveillance of sensitive diseases for the adaptation of the sector,Health,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen the capacities of health professionals to deal with the effects of climate change,Health,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen institutional capacities and intersectoral collaboration of the health sector adaptation to climate change framework,Health,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen the technical and financial capacities of institutions and all stakeholders for the integrated management of coastal areas,Coastal zones,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen coastal surveillance and protection against climate risks,Coastal zones,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Support the most vulnerable communities (women/men/youth) and coastal ecosystems through physical and social investments,Coastal zones,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen national capacities Integrate CC adaptation into territorial planning tools,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Strengthen the monitoring of the implementation of adaptation measures in the territories ,Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,Raise awareness through Education and Training in CC and disseminate climate information to the populations (cf article 6 UNFCCC),Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Measure,"Deploy the local adaptation financing mechanism (LoCAL) for the implementation of adaptation measures in the territories (Cf non-market cooperative approach, article 6.8 UNFCCC)",Crosscutting,,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Strengthening of the institutional and regulatory framework on climate change,Crosscutting,2019-2021,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Improved operation and management of climate change actors,Not specified,2020-2022,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Building resilience to climate change,Not specified,2021-2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,"Implementation of financial mechanisms adapted to climate finance, in particular for local adaptation ",Not specified,2020-2030,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Improvement of the communication strategy on climate change,Not specified,2020-2022,1,Number, communication strategies  on climate change,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Implementation of a communication plan on climate change ,Not specified,2020-2025,1,Number, communication plans on climate change,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Strengthening of the advocacy process and commitment of national stakeholders in the systematic integration of gender and climate issues in planning and development at the national level,Not specified,2020,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Strengthening of local capacities (men and women) to operationalize the gender and climate change strategy,Not specified,2020,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Empowerment of women and young girls to improve their resilience and that of their families in the face of climate change,Not specified,2020-2025,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,"Improvement of knowledge, attitudes, and practices of actors on the link between climate change and gender issues",Not specified,2020-2025,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Development of the planning of activities on climate change ,Not specified,2020-2022,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,"Development of programming tools for monitoring climate change actions for monitoring and evaluation
",Not specified,2020-2022,,,,,,,,,,,
Côte d'Ivoire,NDC,2021,Action,Activity,Implementation of the monitoring and evaluation system,Not specified,2020-2022,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,extreme drought,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,extreme temperatures,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,rising sea levels,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,flash floods,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,salinization of soils and water,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,rising sea levels,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,desertification,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,Hazard,climate effects,disappearing marine corals,Crosscutting,,,,,,,,,,,,
Djibouti,NDC,2016,System at risk,priority sectors,"Earlier, in 2006, the country had already identified a number of priority adaptation and resilience actions as part of a National Adaptation Programme of Action encompassing activities in the agricultural, forestry, water, livestock and coastal sectors",,,,,,,,,,,,,
Djibouti,NDC,2016,System at risk,priority sectors,forestry,,,,,,,,,,,,,
Djibouti,NDC,2016,System at risk,priority sectors,Water resources,,,,,,,,,,,,,
Djibouti,NDC,2016,System at risk,priority sectors,livestock,,,,,,,,,,,,,
Djibouti,NDC,2016,System at risk,priority sectors,coastal sectors,,,,,,,,,,,,,
Djibouti,NDC,2016,Objective,Priority,Reducing vulnerability to drought,Not specified,2035,,,,,,,,,,,
Djibouti,NDC,2016,Objective,Priority,Protecting against rising sea levels,Not specified,2035,,,,,,,,,,,
Djibouti,NDC,2016,Objective,Priority,Improving access to water,Not specified,2035,,,,,,,,,,,
Djibouti,NDC,2016,Objective,Priority,Protecting biodiversity,Not specified,2035,,,,,,,,,,,
Djibouti,NDC,2016,Objective,Priority,Reinforcing the resilience of rural populations,Not specified,2035,,,,,,,,,,,
Egypt,NDC,2022,Hazard,none,increased frequency of droughts,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Hazard,none,increased frequency of flood,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Hazard,none,sea level rise,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Hazard,none,recurrence of severe storms and other extreme weather events,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,"Sea level rise will lead to the sinking of at least 1% of Egypt’s area where most of its residents live in only 5.5% of its total area (…) Additional pressures are affecting the coastal zones, particularly the Nile Delta, due to impact of the sea level rise and the recurrence of severe storms and other extreme weather events that have increased significantly in Egypt over the last ten years",,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,human health,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,a decrease in freshwater availability suitable for drinking and irrigation,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,Studies anticipate that Egyptian cultivated area will be reduced to about 0.95 million acres (~ 8.2% of the Egyptian cultivated area) by 2030 due to climate change impacts,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,lower productivity of livestock,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,economically tense and food insecure state of the region,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,negative impact on the livelihoods of more than 25% of the labor force in Egypt,,,,,,,,,,,,,
Egypt,NDC,2022,System at risk,Climate impact,"This will have a negative impact on the Delta’s human settlements and agricultural land, particularly the northern areas bordering the Mediterranean coast",,,,,,,,,,,,,
Egypt,NDC,2022,Objective,no,"Rehabilitation of 20,000 km of irrigation canals for agricultural climate resilience (Beneficiary: 60 million people) ",Water Resources & Irrigation,,"20,000",Number, kilometers of rehabilitated irrigation canals,,,,,,,,
Egypt,NDC,2022,Objective,no,"Rehabilitation of 20,000 km of irrigation canals for agricultural climate resilience (Beneficiary: 60 million people) ",Water Resources & Irrigation,,"60,000,000",Beneficiaries,rehabilitated canals,,,,,,,,
Egypt,NDC,2022,Objective,no,Renewable water desalination of 4 million m3 daily (Beneficiary: 33 million people),Water Resources & Irrigation,,"4,000,000",Number, cubic meters of desalinated water (m3),,,,,,,,
Egypt,NDC,2022,Objective,no,Renewable water desalination of 4 million m3 daily (Beneficiary: 33 million people),Water Resources & Irrigation,,"33,000,000",Beneficiaries,desalinated water,,,,,,,,
Egypt,NDC,2022,Action,Action,"Water conservation measures in agriculture, industry, and municipal supplies. This includes lining of 20,000 km of irrigation canals to reduce water seepage and evaporation losses and rehabilitation of drainage systems in the agriculture sector. ",Water Resources & Irrigation,,"20,000",Number, kilometers of irrigation canals,,,,,,,,
Egypt,NDC,2022,Action,Action,"Development of non-conventional water resources to compensate for the increased demand in drinking water, targeting a total design capacity of 4 million m3 daily for water desalination.",Water Resources & Irrigation,,"4,000,000",Number, cubic meters of desalination capacity (m#),,,,,,,,
Egypt,NDC,2022,Action,Action,"Expansion in the reuse of agricultural drainage and treated wastewater and the construction of mega projects treatment plants, such as Bahr el Baqar, Mahsama and the ongoing Hammam Plant in West Delta with total amount of reused water to reach approximately 14 MCM daily",Water Resources & Irrigation,,"14,000,000",Number, cubic meters of reused water ,,,,,,,,
Egypt,NDC,2022,Action,Action,Strengthen cooperation with Nile Basin countries to promote efficient use of water resources in an integrated and harmonious manner that would benefit all the countries,Water Resources & Irrigation,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Use of modern surface irrigation techniques for 4 million feddans,Water Resources & Irrigation,,"4,000,000",Number, feddans of land under modern surface irrigation ,,,,,,,,
Egypt,NDC,2022,Objective,no,Adaptation of crop production in the Nile Valley and Delta (Beneficiary: 10 million people),Agriculture,,10000000,Beneficiaries,adapted crops,,,,,,,,
Egypt,NDC,2022,Objective,no,On-farm irrigation in old lands (Beneficiary: 6 million people),Agriculture,,6000000,Beneficiaries,irrigation,,,,,,,,
Egypt,NDC,2022,Objective,no,Modernizing on-farm practices for climate resilience (Beneficiary: 1.75 million people),Agriculture,,1750000,Beneficiaries,climate-resilient practices,,,,,,,,
Egypt,NDC,2022,Objective,no,Crop yield increases from 10-15%,Agriculture,,115,Percentage,increase in crop yield,,,,,,,,
Egypt,NDC,2022,Action,Action,"Preserving and expanding the biodiversity (genetics, species, or ecosystems) of strategic crops and livestock varieties and introduce new traits (i.e. heat and salinity tolerant, water conserving, pests) under the use of breeding programs in order to maximize production efficiency under the expected extreme climatic conditions in the most vulnerable ecosystems.",Agriculture,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Protection of livestock, poultry, and fish and the development of prevention and immunization programs. Close the feed gap by introducing new techniques for producing non-traditional animal fodder of higher nutritional value as a source of energy, fiber, and protein",Agriculture,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Review of new and existing land use policies and agricultural expansion programs to consider possibilities of land degradation in affected areas resulting from the Mediterranean Sea level rise. Altering agricultural systems or lands to adapt to new climate conditions, such as the waterlogged lands at the north of the Delta wetlands",Agriculture,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Building an effective institutional system for crisis and disaster management for agricultural areas by strengthening the capacity of monitoring, forecasting, analysis, establishment of an early warning systems, and dissemination at the national level and exchange information at the regional level. Conducting economic risk assessment studies of climate change in different agricultural areas and vulnerability of rural communities",Agriculture,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Support small farmers in adapting to climate change through the multi-stakeholder engagement approach (i.e. farmers, civil society, agricultural extension, agricultural cooperatives and others), capacity building in the resource management of their land (i.e. soil, water, fertilizer and outputs), and promote use of traditional knowledge and nature-based solutions.",Agriculture,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Efficiency of current agricultural water use increased by 20%, changing cropping patterns to more tolerant crop species, and soil maintenance and protection of land from degradation.",Water Resources & Irrigation,,20,Percentage,increase in agricultural water use efficiency ,,,,,,,,
Egypt,NDC,2022,Objective,no,Adaptation of the Northern Delta affected by Sea Level Rise (SLR) (Beneficiary: 10 million people),Coastal Zones,,"10,000,000",Beneficiaries,prevented sea level rise,,,,,,,,
Egypt,NDC,2022,Objective,no,Natural protection of Rosetta shoreline using the sand motor (Beneficiary: 4.25 million people),Coastal Zones,,"4,250,000",Beneficiaries,shoreline protection,,,,,,,,
Egypt,NDC,2022,Objective,no,Integration of coastal protection in 3 Egyptian Mediterranean cities (Beneficiary: 6 million people),Coastal Zones,,"6,000,000",Beneficiaries,coastal protection ,,,,,,,,
Egypt,NDC,2022,Action,Action,Develop a climate resilient Integrated Coastal Zone Management (ICZM) Plan for the North Coast of Egypt that links land use development plans with the costly coastal protection works over the next 10-15 years,Coastal Zones,10-15years,1,Number, plans ,,,,,,,,
Egypt,NDC,2022,Action,Action,"Structural and architectural interventions of conventional and unconventional engineering protection work (i.e. maritime walls, submersible barriers, soil fixation), artificial nourishment with sand to compensate for the erosion of beaches, and construction and reinforcement of anti-flood protection structures to protect lives, properties and economic activities for vulnerable populations.",Coastal Zones,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Reinforcement of nature-based solutions for land protection through sand dune stabilization by the cultivation of wild plants and wooden barriers and preserving natural defense lines against sea encroachment during storms.,Coastal Zones,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Strengthen the implementation of good fishing practices in both the Mediterranean and the Red Sea to protect marine life and its ecosystems,Coastal Zones,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Avail relevant information for effective planning and implementation including detailed studies on the effectiveness of the proposed adaptation measures and Decision Support Tools,Coastal Zones,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Capacity building and enhancing national partnership for the effective management and response to climate change associated risks and disasters coupled with long term monitoring of changes in the sea and early warning system to minimize the impacts of extreme weather events.,Coastal Zones,,,,,,,,,,,,
Egypt,NDC,2022,Objective,no,Protectorates to cover 17% of the national marine and wildlife areas,Urban Development & Tourism,,17,Percentage,national marine and wildlife areas protected,,,,,,,,
Egypt,NDC,2022,Objective,no,Sustainable parks in new cities from 5 to 20 feddans,Urban Development & Tourism,,20,Number, feddans,,,,,,,,
Egypt,NDC,2022,Action,Action,"Directing city planning and architectural design towards meeting the requirements of green architecture and construction, and climate resilience including response to risks from climate change impacts (i.e. heat stress, floods), and the replacement and renovation of old houses in urban and rural areas including informal housing",Urban Development & Tourism,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Review of the road network to determine potential areas vulnerable to flooding, redirection of floodways away from roads, construction of obstructive dams to slow down the flow of floods, protection and diversion dams to direct floods to the main drainage basins, and construction of bridges over waterways to allow floodwater to flow unimpeded.",Urban Development & Tourism,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,"Assessing the degree of fragility and vulnerability of touristic sites, marine and wildlife protectorates, and sites of archaeological value, orienting tourism growth away from environmentally sensitive areas, and implementation of integrated environmental management systems in touristic sites",Urban Development & Tourism,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Maintain and expand the protectorates to cover 17% of the national marine and wildlife areas with at least 5% constituting coastal areas,Urban Development & Tourism,,17,Percentage,national marine and wildlife areas protected,,,,,,,,
Egypt,NDC,2022,Action,Action,Maintain and expand the protectorates to cover 17% of the national marine and wildlife areas with at least 5% constituting coastal areas,Urban Development & Tourism,,5,Percentage, coastal land protected,,,,,,,,
Egypt,NDC,2022,Action,Action,Developing monitoring system for the expected impacts of climate change and encouraging and supporting civil society organizations to participate in applying strategic operational policies in touristic locations.,Urban Development & Tourism,,,,,,,,,,,,
Egypt,NDC,2022,Objective,no,Establishing an early warning system (Beneficiary: 30 million people),Crosscutting,,1,Number, early warning systems,,,,,,,,
Egypt,NDC,2022,Objective,no,Establishing an early warning system (Beneficiary: 30 million people),Crosscutting,,3000000,Beneficiaries,early warning system,,,,,,,,
Egypt,NDC,2022,Objective,no,Resilience for most vulnerable and marginal regions (Beneficiary: 5 million people),Crosscutting,,5000000,Beneficiaries, resilience in vulnerable and marginal regions,,,,,,,,
Egypt,NDC,2022,Action,Action,"Develop weather forecast and early warning systems to provide citizens with information for time-sensitive actions to reduce injury, sickness, and deaths",Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Raise the efficiency of the health care sector to deal with climate change and increase awareness on pro-active health measures to limit risks and confronting crises and disasters on both political and community levels,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Promote scientific research and demographic studies to identify population groups that are most vulnerable to the impacts of climate change and effective means for support. Assess the impact of climate change on biodiversity in vulnerable and protected areas,Crosscutting,,,,,,,,,,,,
Egypt,NDC,2022,Action,Action,Integrate to the educational curricula of schools and universities content on climate change.,Crosscutting,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Hazard,Climate effects,"greater variability of precipitation (drought in general, more showers and sunnier days)",Crosscutting,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Hazard,Climate effects,higher temperatures ,Crosscutting,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Hazard,Climate effects,rise in sea level,Crosscutting,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Hazard,Climate effects,more frequent storms and waves,Crosscutting,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,System at risk,Vulnerable sector,"The sectors most vulnerable to the effects of climate change are considered: agriculture, fishing, energy, housing, education, sanitation, drainage, health and the environment.",,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,System at risk,Vulnerable sector,fishing,,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,System at risk,Vulnerable sector,"energy, housing, sanitation, drainage, education",,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,System at risk,Vulnerable sector,health,,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,System at risk,Vulnerable sector,environment,,,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Realization of periodic diagnostics on the climatic vulnerability at national level, in line with international standards;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Construction of meteorological stations throughout the country for the good
monitoring of climatic factors in each zone of the territorial administration;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Installation of early warning systems for climate risks and other catastrophes
natural;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Periodic analysis of the resilience capacity of all the infrastructures connected and
in progress;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Establishment of pluviometric stations in the hydroelectric plants to monitor the
changes in precipitation;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,Establishment of mechanisms to achieve comprehensive management of hydrographic basins;,Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,"Promotion of agricultural production systems with better resilience to change
climate;",Not specified,2015-2030,,,,,,,,,,,
Equatorial Guinea,NDC,2018,Action,Action,Restoration of different ecosystems susceptible to losing their resilience.,Not specified,2015-2030,,,,,,,,,,,
Eritrea,NDC,2018,Hazard,Challenge,soil erosion,Crosscutting,,,,,,,,,,,,
Eritrea,NDC,2018,Hazard,Challenge,recurrent droughts,Crosscutting,,,,,,,,,,,,
Eritrea,NDC,2018,Hazard,Challenge,sea level rise,Crosscutting,,,,,,,,,,,,
Eritrea,NDC,2018,Hazard,Challenge,increase sea water temperature,Crosscutting,,,,,,,,,,,,
Eritrea,NDC,2018,Hazard,Challenge,sea acidity,Crosscutting,,,,,,,,,,,,
Eritrea,NDC,2018,System at risk,Vulnerable sector,"Vulnerable sectors to impacts of climate change that need implementation of adaptation measures include Agriculture, Marine resources, Health, Water and Land resources. ",,,,,,,,,,,,,
Eritrea,NDC,2018,System at risk,Vulnerable sector,Marine resources,,,,,,,,,,,,,
Eritrea,NDC,2018,System at risk,Vulnerable sector,Health,,,,,,,,,,,,,
Eritrea,NDC,2018,System at risk,Vulnerable sector,Water resources,,,,,,,,,,,,,
Eritrea,NDC,2018,System at risk,Vulnerable sector,Land resources,,,,,,,,,,,,,
Eritrea,NDC,2018,Objective,Planned adaptation,"Development and establishment of new enclosure areas over 750,000 ha;",Not specified,2030,"750,000",Hectares,land under enclosure,,,,,,,,
