"","Country","Document","DocYear","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","TargetTime","TargetValue","TargetUnit","TargetMetric","TargetBaseYear","TargetBaseValue","TargetType","new_ID"
"1769","Gambia","NDC",2021,"System at risk","none","fisheries.  Finally, decades of fishing pressure, coupled with climate impacts, are highly likely to force changes in marine species diversity, geographical distribution and inter-species relationships. This could impact the fisheries sector.","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"1804","Ghana","NDC",2021,"System at risk","Vulnerability","Crop production","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"1805","Ghana","NDC",2021,"System at risk","Vulnerability","Livestock production","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"1833","Guinea","NDC",2021,"System at risk","none","Crop","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"1834","Guinea","NDC",2021,"System at risk","none","livestock","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"1837","Guinea","NDC",2021,"System at risk","none","forestry sector","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"1886","Guinea-Bissau","NDC",2021,"System at risk","none"," Rice crops are vulnerable to both irregular rainfall and sea level rise which affects production due to excessive saltwater invasion, especially in rice fields in mangroves due to high tides and the consequent destruction of antisalt dikes.  ","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"1887","Guinea-Bissau","NDC",2021,"System at risk","none","The main impacts of climate change in the (...) livestock sector concern irregular rainfall in terms of intensity and start / end of the season, temperature increase and submersion of agricultural land due to elevation of the average sea level","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"1890","Guinea-Bissau","NDC",2021,"System at risk","none","marine productivity, the marine food chain, and it will consequently also affect the availability of fish. ","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"1891","Guinea-Bissau","NDC",2021,"System at risk","none","The vulnerability of the energy sector is closely linked to that of the forest sector in Guinea-Bissau.","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"1911","Kenya","NDC",2020,"System at risk","none","Rising sea temperatures off the coast of Kenye have triggered mass coral bleaching and mortality on coral reef systems over the past two decades. This impacts the abundance and composition of fish species and negatively impacts coastal fisheries","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"1928","Kenya","NDC",2020,"Action","Program","Mainstream CSA towards increased productivity through value chain approach to support the transformation of agriculture (crops, livestock and fisheries) into an innovative, commercially oriented and modern sector. ","","","Agriculture (crops, livestock and fisheries)","Food, fiber, other ecosystem products","","","","","","","",NA
"1929","Kenya","NDC",2020,"Action","Program","Build resilience of the agriculture (crops, livestock and fisheries) systems through sustainabe management of land, soil, water and other natural resources ","","","Agriculture (crops, livestock and fisheries)","Food, fiber, other ecosystem products","","","","","","","",NA
"1930","Kenya","NDC",2020,"Action","Program","Build resilience of the agriculture (crops, livestock and fisheries) systems through insurance and other safery nets","","","Agriculture (crops, livestock and fisheries)","Food, fiber, other ecosystem products","","","","","","","",NA
"1931","Kenya","NDC",2020,"Action","Program","Strengthen communication systems on CSA extension and agro-weather issues","","","Agriculture (crops, livestock and fisheries)","Food, fiber, other ecosystem products","","","","","","","",NA
"1982","Lesotho","NDC",2018,"System at risk","Vulnerable sector","floods and droughts have resulted in severe loss to crop (...)","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"1983","Lesotho","NDC",2018,"System at risk","Vulnerable sector","floods and droughts have resulted in severe loss to (...) livestock","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"1984","Lesotho","NDC",2018,"System at risk","Vulnerable sector","food insecurity","","Food and nutrition","","Food, fiber, other ecosystem products","","","","","","","",NA
"1987","Lesotho","NDC",2018,"System at risk","Vulnerable sector","forestry","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"1991","Lesotho","NDC",2018,"Action","Action","Diversify livestock","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1992","Lesotho","NDC",2018,"Action","Action","Improve range management","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1993","Lesotho","NDC",2018,"Action","Action","Increase access to drought resistant crops and livestock feed","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1994","Lesotho","NDC",2018,"Action","Action","Adopt better soil management practices","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1995","Lesotho","NDC",2018,"Action","Action","Provide early warning/meteorological forecasts and related information.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1996","Lesotho","NDC",2018,"Action","Action","Increase use of irrigation systems that use low amounts of water","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1997","Lesotho","NDC",2018,"Action","Action","Increase rainwater and sustainable ground water harvesting for use in agriculture","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1998","Lesotho","NDC",2018,"Action","Action","Increase planting of native vegetation cover and promotion of re-greening efforts","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"1999","Lesotho","NDC",2018,"Action","Action","Intensify crop and livestock production","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2000","Lesotho","NDC",2018,"Action","Action","Build adaptation capacity in climate resilient agronomic practices for smallholder farmers","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2001","Lesotho","NDC",2018,"Action","Action","Promotion of climate-smart agriculture (Agrometeorology) ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2002","Lesotho","NDC",2018,"Action","Action","Support an expanded programme of constructing multipurpose dams for irrigation and aquaculture","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2003","Lesotho","NDC",2018,"Action","Action","Promote innovations in post-harvest storage and food processing ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2004","Lesotho","NDC",2018,"Action","Action","Promote the growing of drought-tolerant and heat-tolerant crop varieties and hardy livestock","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2005","Lesotho","NDC",2018,"Action","Action","Implement conservation agriculture and agroforestry practices","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2006","Lesotho","NDC",2018,"Action","Action","Adjustment of planting dates and crop variety; crop relocation; improved land management, e.g. erosion control and soil protection through tree planting","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2039","Lesotho","NDC",2018,"Action","Action","Integrated approach to Sustainable Land Use Planning and Management ","","","Land use","Food, fiber, other ecosystem products","","","","","","","",NA
"2040","Lesotho","NDC",2018,"Action","Action","Promote improved land use practices ","","","Land use","Food, fiber, other ecosystem products","","","","","","","",NA
"2050","Liberia","NDC",2021,"System at risk","none","Liberia faces significant climate change-associated risks due to high level of dependence on climate-sensitive activities, including rain-fed agriculture, which make the country vulnerable to climate variability and change","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"2054","Liberia","NDC",2021,"Objective","Target","Increase the ability of farming communities and their 
agricultural and livestock systems to adapt to the impacts of climate change","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2055","Liberia","NDC",2021,"Objective","Target","Develop incentives and programs to promote crop and livestock diversification, climate resilient seeds, Integrated Pest Management (IPM), water harvesting, irrigation systems, increased soil fertility ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2056","Liberia","NDC",2021,"Objective","Target","Develop facilities and climate smart technologies to promote postharvest and value addition practices, including establishment of 5 seed/gene banks and improved storage facilities for agricultural products, based on Liberia’s five agricultural regions, by 2030 ","","","Agriculture","Food, fiber, other ecosystem products","2030","5","Number"," seedbanks and other facilities and CSA technologies","","","measurable and timebound",NA
"2064","Liberia","NDC",2021,"Objective","Target","Increase the ability of fishing communities and fisheries to adapt 
to the impacts of climate change","","","Fisheries","Food, fiber, other ecosystem products","","","","","","","",NA
"2065","Liberia","NDC",2021,"Objective","Target","Establish 2 Marine Protected Areas by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","2","Number"," marine protected areas","","","measurable and timebound",NA
"2066","Liberia","NDC",2021,"Objective","Target","Establish  4 co-managed fishery areas in coastal and aquatic ecosystems associated with fish production in coordination with fishery communities by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","4","Number"," co-managed fishery areas","","","measurable and timebound",NA
"2067","Liberia","NDC",2021,"Objective","Target","Support alternative fishery livelihoods by developing the foundational structures and extension services needed to increase aquaculture production and reduce the impact on marine fisheries, including through provision of 25 aquaculture kits to smallholder fishers by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","25","Number"," aquaculture kits to smallholder fishers","","","measurable and timebound",NA
"2095","Liberia","NDC",2021,"Action","Action","Establish 100 farmer field schools in climate-resilient agricultural and livestock practices by 2025 (Linked to Mitigation target) ","","","Agriculture","Food, fiber, other ecosystem products","2025","100","Number"," farmer field schools established","","","measurable and timebound",NA
"2096","Liberia","NDC",2021,"Action","Action","Train 5,000 farmers in climate-resilient agricultural and livestock practices by 2025 (Linked to Mitigation target) ","","","Agriculture","Food, fiber, other ecosystem products","2025","5,000","Number"," farmers trained in climate resilient agriculture","","","measurable and timebound",NA
"2097","Liberia","NDC",2021,"Action","Action","Train 150 agricultural extension agents per year to support implementation of climate-resilient agricultural and livestock practices","","","Agriculture","Food, fiber, other ecosystem products","2025","150","Number"," trained agricultural extention agents","","","measurable and timebound",NA
"2098","Liberia","NDC",2021,"Action","Action","45 agents receiving additional support for increased implementation with vulnerable groups by 2025 (Linked to Mitigation target) ","","","Agriculture","Food, fiber, other ecosystem products","2025","45","Number"," trained agricultural extention agents receiving additional support","","","measurable and timebound",NA
"2099","Liberia","NDC",2021,"Action","Action","Roll out a “Women in Agriculture” program with 4 training sessions per year to support implementation of climate-resilient agricultural and livestock practices and increase women’s access to agricultural inputs and labor-saving devices by 2025 ","","","Agriculture","Food, fiber, other ecosystem products","2025","4","Number"," training sessions per year","","","measurable and timebound",NA
"2100","Liberia","NDC",2021,"Action","Action","At least 45 women trained per year under the ""Women in Agriculture"" program to support implementation of climate-resilient agricultural and livestock practices and increase women’s access to agricultural inputs and labor-saving devices by 2025 ","","","Agriculture","Food, fiber, other ecosystem products","2025","45","Number"," women trained ","","","measurable and timebound",NA
"2101","Liberia","NDC",2021,"Action","Action","Increase finance for agriculture diversification by $3,000,000 dollars by 2025. ","","","Agriculture","Food, fiber, other ecosystem products","2025","3,000,000","USD","Value of finance for agriculture diversification","","","measurable and timebound",NA
"2102","Liberia","NDC",2021,"Action","Action","Increase finance for livestock diversification by $3,000,000 dollars by 2025. ","","","Agriculture","Food, fiber, other ecosystem products","2025","3,000,000","USD","Value of finance for livestock diversification","","","measurable and timebound",NA
"2103","Liberia","NDC",2021,"Action","Action","Strengthen the Environmental Knowledge Management System platform to increase the integration of local and indigenous knowledge of climate-resilient agricultural and livestock practices by 2025. ","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2104","Liberia","NDC",2021,"Action","Action","Establish or strengthen crop and livestock insurance systems by 2025 ","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2105","Liberia","NDC",2021,"Action","Action","Strengthen agricultural climate services and early warning systems by 2025. ","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2106","Liberia","NDC",2021,"Action","Action","Develop national dietary guidelines to support climate-resilient, food secure livelihoods by 2025 ","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2107","Liberia","NDC",2021,"Action","Action","Establish a national research institution focusing on new climate smart seed varieties and improving livestock breeding by 2030 ","","","Agriculture","Food, fiber, other ecosystem products","2030","1","Number"," national research institutions established","","","measurable and timebound",NA
"2108","Liberia","NDC",2021,"Action","Action"," Increase training and capacity building of farmers and agricultural extension agents to implement climate adaptation actions in the 
agriculture and livestock sectors, especially by increasing support for education and training on agricultural climate risks and 
adaptation solutions for vulnerable groups ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"2120","Liberia","NDC",2021,"Action","Action","Identify endangered and vulnerable fish species, map the areas valuable for their protection, and work with fishery communities to create multiple-use conservation areas and/or Marine Protected Areas to improve their ability to survive the impacts of climate change ","","","Fisheries","Food, fiber, other ecosystem products","","","","","","","",NA
"2123","Liberia","NDC",2021,"Action","Action","Increase funding by $1.5 million dollars per year for research on climate-related pressures on fisheries and appropriate climate adaptation solutions in the fisheries sector, including on alternative approaches to the traditional way of using mangroves for smoking fish by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","1,500,000","USD","Value of finance for research","","","measurable and timebound",NA
"2124","Liberia","NDC",2021,"Action","Action","Implement 20 trainings (2 per year) for fishery managers to learn and implement adaptive management practices by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","20","Number"," trainings","","","measurable and timebound",NA
"2126","Liberia","NDC",2021,"Action","Action","Conduct 1 training per year with artisanal fishers, fishmongers, and fish processors, especially women, on sustainable fishery and fish handling practices by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","1","Number"," trainings per year","","","measurable and timebound",NA
"2127","Liberia","NDC",2021,"Action","Action","Integrate fisheries fully into climate change adaptation and food security policies at the national level by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2128","Liberia","NDC",2021,"Action","Action","Develop and implement climate smart fishery management systems to enhance the adaptive capacity and resilience of fisher communities, including technical support and backstopping for artisanal fishing cooperatives and extension services by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","","","","","","timebound",NA
"2129","Liberia","NDC",2021,"Action","Action","Increase capacity building of women involved in marketing & smoking of fish and wider community engagement to promote conservation of mangroves (e.g., introduce alternative approaches to smoking fish) by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2130","Liberia","NDC",2021,"Action","Action","Strengthen effective early warning systems to identify probable threats and risks related to fisheries by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2131","Liberia","NDC",2021,"Action","Action","Establish a fisheries program at the University of Liberia by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","1","Number"," fisheries programs","","","measurable and timebound",NA
"2132","Liberia","NDC",2021,"Action","Action","Establish five (5) artisanal fish landing and processing centers in the Mesurado basin by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","5","Number"," fish centers in the Mesurado basin","","","measurable and timebound",NA
"2133","Liberia","NDC",2021,"Action","Action","Develop an awareness program in schools within coastal counties to promote climate-smart fisheries and mangrove conservation by 2025","","","Fisheries","Food, fiber, other ecosystem products","2025","1","Number"," programs in coastal counties","","","measurable and timebound",NA
"2134","Liberia","NDC",2021,"Action","Action","Support the establishment of improved information and communication networks among and between fishing communities by launching information, education and communication campaigns and conducting public awareness on fisheries policy and education on threats and risks in the sector by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2135","Liberia","NDC",2021,"Action","Action","Setup an inter-ministerial national task force to reduce both land- and water-based sources of pollution (e.g., agricultural, and urban runoff; boat effluent) and destructive fishing practices (e.g., fishing with explosives and poisons) by 2025 ","","","Fisheries","Food, fiber, other ecosystem products","2025","1","Number"," task forces","","","measurable and timebound",NA
"2136","Liberia","NDC",2021,"Action","Action","Improve national systems for monitoring and tracking fishing vessels by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","","","","","","timebound",NA
"2137","Liberia","NDC",2021,"Action","Action","Reduce threats from illegal, unreported, and unregulated (IUU) fishing by purchasing necessary equipment, launching coordinated surveillance, and monitoring operations, and launching public communications campaigns about the risks and impacts of IUU fishing by 2030 ","","","Fisheries","Food, fiber, other ecosystem products","2030","","","","","","timebound",NA
"2181","Madagascar","NDC",2016,"System at risk","none","Mangroves forest destruction due to floods","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"2183","Madagascar","NDC",2016,"System at risk","none","Destruction of agriculture crops and fields due to heavy rains, floods, and stormy winds; Decreasing yields and soil fertility loss; ","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"2184","Madagascar","NDC",2016,"System at risk","none","poor fisheries and aquaculture productions","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"2186","Madagascar","NDC",2016,"System at risk","none","30-60% of the population of Southern Madagascar suffering from food insecurity due to drought periods; ","","Food and nutrition","","Food, fiber, other ecosystem products","","","","","","","",NA
"2230","Madagascar","NAP",2022,"System at risk","Sector impacted","diminished yields; crop loss; increased demand for irrigation;  salinization of agricultural lands","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"2231","Madagascar","NAP",2022,"System at risk","Sector impacted","increased livestock deaths","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"2237","Madagascar","NAP",2022,"System at risk","Sector impacted","Destruction of forest habitats","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"2238","Madagascar","NAP",2022,"System at risk","Sector impacted","Degradation of fish ecosystems, changes in reproductive cycles; increases of production costs","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"2240","Madagascar","NAP",2022,"System at risk","Sector impacted","Food insecurity","","Food and nutrition","","Food, fiber, other ecosystem products","","","","","","","",NA
"2254","Madagascar","NAP",2022,"Objective","Objective (Program 2)","The resilience of agroecosystems will be strengthened, and more generally, that of rural populations","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2255","Madagascar","NAP",2022,"Objective","Objective (Program 2)","Agricultural and livestock practices will be adapted to harsher climatic conditions.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2256","Madagascar","NAP",2022,"Objective","Objective (Program 3)","Better organize these cash crop sectors to reduce their vulnerability to climate change by diversifying production while making existing sectors more efficient for export.","","","Agriculture","Food, fiber, other ecosystem products","2021-2027","","","","","","timebound",NA
"2257","Madagascar","NAP",2022,"Objective","Objective (Program 4)","Strengthening the resilience of coastal populations to rising sea levels and the intensification of cyclones in the context of climate change.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2267","Madagascar","NAP",2022,"Objective","Objective (Program 11)","The development of the Agriculture-Livestock-Fishing sector by 2025, so that it becomes a pillar of a green economy with an agricultural focus, resilient to the effects of climate change.","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"2285","Madagascar","NAP",2022,"Action","Program 2 (S02)","Strengthening the adaptation of the agricultural sector and resilience of rural populations in the South of Madagascar.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2286","Madagascar","NAP",2022,"Action","Action (Program)","Promote integrated and sustainable management of natural resources through the development and implementation of guiding frameworks.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2287","Madagascar","NAP",2022,"Action","Action (Program)","Adapt agricultural practices to climate change.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2288","Madagascar","NAP",2022,"Action","Action (Program)","Strengthen the socio-economic resilience of rural populations through the development of income-generating activities.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2289","Madagascar","NAP",2022,"Action","Action (Program)","Invest in the agricultural sector and support rural communities through awareness, training, and capacity building actions.","","","Agriculture","Food, fiber, other ecosystem products","2021-2024","","","","","","timebound",NA
"2290","Madagascar","NAP",2022,"Action","Program 3 (S02)","Strengthening the resilience of rural populations through the development and structuring of export sectors.","","","Agriculture","Food, fiber, other ecosystem products","2021-2027","","","","","","timebound",NA
"2291","Madagascar","NAP",2022,"Action","Action (Program)","Strengthen the socio-economic resilience of rural populations through the development of value chains","","","Agriculture","Food, fiber, other ecosystem products","2021-2027","","","","","","timebound",NA
"2292","Madagascar","NAP",2022,"Action","Action (Program)","Provide agro-meteorological and agricultural advisory services to stakeholders.","","","Agriculture","Food, fiber, other ecosystem products","2021-2027","","","","","","timebound",NA
"2293","Madagascar","NAP",2022,"Action","Action (Program)","Invest in the agricultural sector and support rural communities through awareness, training, and capacity-building actions.




","","","Agriculture","Food, fiber, other ecosystem products","2021-2027","","","","","","timebound",NA
"2294","Madagascar","NAP",2022,"Action","Program 4 (S02)","Strengthening the adaptation of the fishing sector and the development of alert systems and associated action plans to increase the resilience of coastal populations and marine ecosystems.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2295","Madagascar","NAP",2022,"Action","Action (Program)","Develop and promote new fishing techniques resilient to climate change.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2296","Madagascar","NAP",2022,"Action","Action (Program)","Develop early weather warning systems for fishermen.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2297","Madagascar","NAP",2022,"Action","Action (Program)","Formalize the professions of fishermen and strengthen their managerial capacity.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2298","Madagascar","NAP",2022,"Action","Action (Program)","Establish marine reserves and protect coral reefs and mangroves.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound",NA
"2337","Madagascar","NAP",2022,"Action","Program 11 (S02)","Development of resilient rice paddies that emit less methane.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2338","Madagascar","NAP",2022,"Action","Action (Program)","Equip with rice infrastructure adapted to climate change according to national standards on hydro-agricultural infrastructures against floods and inundations, taking into account gender-specificities.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2339","Madagascar","NAP",2022,"Action","Action (Program)","Increase the area of rice fields and hydro-agricultural perimeters allowing the practice of the System of Rice Intensification (SRI)/Improved Rice Cultivation System (SRA).","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2340","Madagascar","NAP",2022,"Action","Action (Program)","Promote the practice of Conservation Agriculture techniques and climate-smart agriculture (CSA) to increase rice production.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2341","Madagascar","NAP",2022,"Action","Action (Program)","Develop and implement training programs to professionalize young rural people on climate change, agroecology, and CSA.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2342","Madagascar","NAP",2022,"Action","Action (Program)","Promote at the regional and local levels the research results on agriculture adapted to climate change, including rice cultivation, and have them adopted in the field by farmers (creation of new varieties, indigenous practices, adapted techniques like intermittent drainage, etc.).","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2343","Madagascar","NAP",2022,"Action","Action (Program)","Establish a set of institutional and operational mechanisms to facilitate the involvement of the private sector in agribusiness (texts, incentive frameworks, aggregation and agricultural service centers, etc.).","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound",NA
"2377","Madagascar","NAP",2022,"Indicator","Indicator","Number of households benefiting from improved resilience to climate shocks (especially droughts).","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id262"
"2378","Madagascar","NAP",2022,"Indicator","Indicator","Adoption rate of improved farming techniques.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id263"
"2379","Madagascar","NAP",2022,"Indicator","Indicator","Number of households benefiting from improved self-organization and learning capacities.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id264"
"2380","Madagascar","NAP",2022,"Indicator","Indicator","Number of SRAT and PRD developed considering climate challenges.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id265"
"2381","Madagascar","NAP",2022,"Indicator","Indicator","Number of livestock mobility plans developed and implemented at the communal level.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id266"
"2382","Madagascar","NAP",2022,"Indicator","Indicator","Number of households whose income has increased following the development of income-generating activities resilient to climate change.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id267"
"2383","Madagascar","NAP",2022,"Indicator","Indicator","Number of households benefiting from improved self-organization and learning capacities.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id268"
"2384","Madagascar","NAP",2022,"Indicator","Indicator (Program 4)","Number of households whose main activity is fishing and have strengthened their response capacities to extreme events (cyclones).","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound","id269"
"2385","Madagascar","NAP",2022,"Indicator","Indicator (Program 4)","Number of households whose main source of income is fishing and whose income has increased following a change in resource management.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound","id270"
"2386","Madagascar","NAP",2022,"Indicator","Indicator (Program 4)","Number of households whose main activity is fishing and have strengthened their capacity to absorb climate shocks regarding food security.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound","id271"
"2387","Madagascar","NAP",2022,"Indicator","Indicator (Program 4)","Number of households benefiting from improved self-organization and learning capacities.","","","Fishery","Food, fiber, other ecosystem products","2021-2022","","","","","","timebound","id272"
"2428","Madagascar","NAP",2022,"Indicator","Indicator (Program 11)","Additional land areas benefiting from improved resilience to climate change.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound","id313"
"2429","Madagascar","NAP",2022,"Indicator","Indicator (Program 11)","Number of producers benefiting from the adoption of technologies contributing to climate change adaptation.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound","id314"
"2430","Madagascar","NAP",2022,"Indicator","Indicator (Program 11)","Number of private operators involved in agribusiness.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound","id315"
"2431","Madagascar","NAP",2022,"Indicator","Indicator (Program 11)","Average yield of main crops.","","","Agriculture","Food, fiber, other ecosystem products","2022-2030","","","","","","timebound","id316"
"2484","Malawi","NDC",2021,"System at risk","none","Reduced crop productivity associated with heat and drought stress","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"2485","Malawi","NDC",2021,"System at risk","none","Undernutrition; food insecurity","","Food and nutrition","","Food, fiber, other ecosystem products","","","","","","","",NA
"2487","Malawi","NDC",2021,"System at risk","none","Adverse effects on livestock linked to temperature rise and precipitation changes that lead to increased heat and water stress","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"2497","Malawi","NDC",2021,"Action","Measure","Institute and upscale drought mitigation interventions","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2498","Malawi","NDC",2021,"Action","Measure","Establish locally based plant clinics","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2499","Malawi","NDC",2021,"Action","Measure","Establish risk financing and investment including weather index insurance and other solutions at the national and sub national levels inclusive of microfinance and insurance products for smallholder and commercial farmers","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2500","Malawi","NDC",2021,"Action","Measure","Mechanize agricultural production with targeted support to smallholder farmer","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2501","Malawi","NDC",2021,"Action","Measure","Establish grain export processing zones, and develop resilient value chains","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2502","Malawi","NDC",2021,"Action","Measure","Promotion of metallic silos & PICSA bags for effective grain storage","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
"2503","Malawi","NDC",2021,"Action","Measure","Promotion of proper post-harvest practices to further reduce storage losses","","","Agricuture, Livestock and Fisheries","Food, fiber, other ecosystem products","2020-2025, 2025-2030, 2030 -2040","","","","","","timebound",NA
